location_name,year,rate,ridit
Massachusetts,1990,24318.54562,0.012155144
Connecticut,1990,24232.80294,0.03094024
New Jersey,1990,21495.37965,0.053183856
New Hampshire,1990,19327.81875,0.071020151
Minnesota,1990,24447.40365,0.082013264
Vermont,1990,20402.68153,0.091914935
New York,1990,24152.97456,0.129341895
Rhode Island,1990,21425.43495,0.16766922
Maryland,1990,22788.00903,0.179284991
Wisconsin,1990,21068.2531,0.198709598
Virginia,1990,21472.91648,0.220996508
Colorado,1990,20685.92959,0.240054273
Delaware,1990,21114.33737,0.248003963
Pennsylvania,1990,21215.669,0.273397176
Washington,1990,22524.83028,0.307216365
District of Columbia,1990,22280.63247,0.318231976
Nebraska,1990,24872.34365,0.322653875
Iowa,1990,23795.71455,0.331442063
North Dakota,1990,23655.69714,0.338341464
Illinois,1990,24159.88982,0.362611217
Maine,1990,22097.53589,0.388076252
Michigan,1990,26132.23842,0.409222525
Oregon,1990,24973.669,0.433627543
Kansas,1990,20179.24135,0.444335246
Hawaii,1990,24526.07029,0.451530174
Ohio,1990,21486.90206,0.475593835
Montana,1990,21711.23766,0.499040184
Florida,1990,24524.62279,0.526907933
Indiana,1990,22289.87867,0.564348668
Wyoming,1990,24191.87926,0.576436934
Missouri,1990,24206.03348,0.58766008
California,1990,23672.64612,0.657242531
South Dakota,1990,22287.43393,0.717904295
Utah,1990,21193.56592,0.722671688
Nevada,1990,22608.57156,0.72844636
North Carolina,1990,22497.17249,0.744238418
Alaska,1990,23077.10919,0.758702254
Idaho,1990,22759.88433,0.761787375
Georgia,1990,22103.40318,0.776791101
Arizona,1990,29737.94624,0.797106947
Oklahoma,1990,23520.44086,0.810777733
South Carolina,1990,21374.53381,0.824133996
West Virginia,1990,25776.66663,0.834812798
Tennessee,1990,21179.71799,0.848361638
Texas,1990,23836.93755,0.892105036
Alabama,1990,22813.17181,0.934132208
Kentucky,1990,23512.84773,0.949764247
Louisiana,1990,22656.7488,0.965680335
New Mexico,1990,23036.94852,0.977144158
Arkansas,1990,23147.26195,0.984912449
Mississippi,1990,22401.63364,0.994832699
Massachusetts,1991,21682.97471,0.012088281
Connecticut,1991,24156.52672,0.030760938
New Hampshire,1991,23060.63417,0.039575836
New Jersey,1991,21889.69721,0.057360408
Minnesota,1991,21895.47885,0.081684063
Vermont,1991,23150.08795,0.091582745
Rhode Island,1991,22893.73292,0.094731451
New York,1991,21350.87544,0.132812886
Maryland,1991,22004.95682,0.178468051
Wisconsin,1991,19748.72401,0.197869058
Virginia,1991,22476.18067,0.22015891
Delaware,1991,21981.75808,0.233984656
Pennsylvania,1991,26232.9039,0.259163605
Colorado,1991,20965.19753,0.289679889
Washington,1991,22602.21484,0.306198127
District of Columbia,1991,21078.10986,0.317263644
Nebraska,1991,21658.52722,0.321644394
Iowa,1991,23369.16346,0.330355583
North Dakota,1991,21172.71828,0.337181041
Maine,1991,22154.40938,0.340913177
Illinois,1991,20358.93963,0.366221956
Michigan,1991,27588.65846,0.407612633
Oregon,1991,23003.00349,0.431908339
Kansas,1991,19107.02831,0.442610461
Hawaii,1991,23092.84761,0.449784551
Ohio,1991,21449.0649,0.47367342
Montana,1991,23466.32567,0.496943459
Florida,1991,22898.52087,0.525140628
Wyoming,1991,24099.08608,0.552635528
Indiana,1991,22484.47969,0.564650139
Missouri,1991,23101.27418,0.586039618
South Dakota,1991,22402.43935,0.597699753
California,1991,25233.1361,0.658714097
Utah,1991,20922.32615,0.721752574
North Carolina,1991,24282.76412,0.738619234
Nevada,1991,21380.27362,0.754564335
Idaho,1991,24143.47546,0.759075569
Alaska,1991,19756.49883,0.762181726
Georgia,1991,21953.4313,0.776388839
Arizona,1991,32642.14012,0.796992412
South Carolina,1991,21364.3406,0.811487165
Oklahoma,1991,20743.88146,0.824816154
Tennessee,1991,21592.61451,0.841006874
West Virginia,1991,23252.37304,0.854491438
Alabama,1991,22976.82812,0.866223726
Kentucky,1991,22378.16741,0.881765835
Texas,1991,22499.71326,0.923299073
Louisiana,1991,24683.87938,0.965796133
New Mexico,1991,21792.57292,0.977210295
Arkansas,1991,24283.97358,0.984979192
Mississippi,1991,24519.92562,0.994857735
Massachusetts,1992,20917.30047,0.012013476
Connecticut,1992,18563.37765,0.030558976
New Hampshire,1992,23857.94997,0.039326239
New Jersey,1992,19695.91703,0.057056577
Minnesota,1992,23740.79222,0.081320955
Vermont,1992,20720.06921,0.091216609
Maryland,1992,22280.73269,0.101936231
Rhode Island,1992,20602.9848,0.113535469
New York,1992,20896.54774,0.151367636
Wisconsin,1992,20281.0467,0.196972214
Virginia,1992,20669.41814,0.219259783
Pennsylvania,1992,21792.45669,0.255385592
Delaware,1992,21836.52942,0.280350773
Colorado,1992,21783.43607,0.288464331
Washington,1992,24446.48564,0.305140183
District of Columbia,1992,23124.61852,0.316255765
Nebraska,1992,23158.83085,0.320596696
Iowa,1992,23643.94792,0.329237612
Maine,1992,21673.83917,0.337192838
North Dakota,1992,22697.58807,0.340895113
Michigan,1992,28188.48219,0.360582976
Illinois,1992,19655.40777,0.401735113
Oregon,1992,24296.22709,0.430222324
Kansas,1992,20694.70411,0.440927884
Hawaii,1992,21068.64539,0.44807859
Ohio,1992,24125.43255,0.471792296
Montana,1992,21820.45582,0.494889171
Wyoming,1992,23775.13767,0.497380433
Florida,1992,23654.10232,0.525182314
South Dakota,1992,23277.96509,0.553471724
Missouri,1992,21818.00935,0.565086675
Indiana,1992,20631.0318,0.586380378
Utah,1992,24767.03086,0.6008883
California,1992,21859.41103,0.664217847
North Carolina,1992,22771.45461,0.737627108
Idaho,1992,22232.09541,0.753195076
Nevada,1992,19594.31157,0.757818551
Georgia,1992,22078.43455,0.773667713
Alaska,1992,22797.52383,0.78802385
South Carolina,1992,20804.5693,0.796136978
Arizona,1992,29770.49093,0.810801952
Oklahoma,1992,20685.96699,0.824730871
Tennessee,1992,23548.70715,0.84090067
West Virginia,1992,26559.60919,0.854338472
Alabama,1992,23163.0135,0.865980933
Kentucky,1992,22215.31488,0.881445732
Texas,1992,22315.85853,0.923190695
Louisiana,1992,22723.87536,0.96587986
New Mexico,1992,21642.4733,0.977251555
Arkansas,1992,21678.55969,0.985030089
Mississippi,1992,24485.21208,0.99487825
Massachusetts,1993,22397.08903,0.011933927
Connecticut,1993,21273.67379,0.030342795
New Jersey,1993,21082.32947,0.052252303
New Hampshire,1993,22712.34235,0.069924553
Minnesota,1993,22354.98845,0.080932473
Vermont,1993,20851.95432,0.090826012
Maryland,1993,21523.03583,0.101534328
New York,1993,19173.80037,0.146703002
Rhode Island,1993,22005.53949,0.184277775
Wisconsin,1993,21668.18939,0.196019573
Virginia,1993,26483.54174,0.218299222
Pennsylvania,1993,20813.44491,0.254227346
Delaware,1993,21882.50004,0.278980213
Colorado,1993,20610.0335,0.287194389
District of Columbia,1993,21054.98778,0.295235251
Washington,1993,22875.38167,0.306400672
Nebraska,1993,20744.6405,0.319507075
Maine,1993,21735.73479,0.325062394
Iowa,1993,19893.84519,0.332954044
Michigan,1993,27910.73439,0.356748163
North Dakota,1993,22388.3315,0.376321622
Illinois,1993,18561.24009,0.40016266
Oregon,1993,22889.112,0.428567546
Kansas,1993,20758.27093,0.439283182
Hawaii,1993,22838.37072,0.446408567
Ohio,1993,22453.80596,0.46995008
Montana,1993,23744.61177,0.492880037
Wyoming,1993,21997.45999,0.495365206
Florida,1993,22592.31011,0.523451357
South Dakota,1993,21953.56794,0.552024918
Missouri,1993,24820.15049,0.563596799
Indiana,1993,20321.73119,0.584804503
Utah,1993,23920.14182,0.599307656
North Carolina,1993,23124.29561,0.616411903
California,1993,23452.22477,0.690061037
Idaho,1993,19518.1836,0.752158885
Alaska,1993,21314.15262,0.755316178
Georgia,1993,24579.4909,0.769825059
South Carolina,1993,20831.36694,0.790265263
Nevada,1993,18626.35946,0.799983398
Tennessee,1993,21166.08672,0.812573763
Oklahoma,1993,18790.97015,0.828733527
Arizona,1993,30757.17799,0.842805471
West Virginia,1993,26629.4336,0.854122325
Alabama,1993,22306.01255,0.865684305
Kentucky,1993,24255.0739,0.881082614
Texas,1993,21083.25477,0.923049074
Louisiana,1993,23895.22707,0.965938096
New Mexico,1993,23804.31085,0.977272507
Arkansas,1993,20954.85872,0.985067009
Mississippi,1993,18928.35296,0.994894478
Massachusetts,1994,23230.8463,0.011851526
Connecticut,1994,19171.13655,0.030117286
New Jersey,1994,22950.16539,0.05190194
New Hampshire,1994,20351.38275,0.069510477
Minnesota,1994,21902.47663,0.08051964
Vermont,1994,20053.54375,0.090410748
Maryland,1994,20486.63902,0.101100604
Rhode Island,1994,19802.34403,0.112646165
New York,1994,20158.12889,0.149952991
Wisconsin,1994,21619.97634,0.195008452
Virginia,1994,21544.25447,0.217277497
Pennsylvania,1994,22120.57677,0.253009154
District of Columbia,1994,23864.37616,0.277352411
Delaware,1994,22539.52977,0.279867752
Colorado,1994,22576.10469,0.28819047
Washington,1994,23212.10201,0.305214262
Maine,1994,21285.41973,0.317690068
Nebraska,1994,22343.1597,0.323213507
Iowa,1994,23895.62346,0.331737497
Michigan,1994,23806.79435,0.355396764
North Dakota,1994,23698.64577,0.374862728
Illinois,1994,20161.24036,0.398588545
Oregon,1994,20903.60861,0.426928229
Hawaii,1994,23518.72892,0.43496886
Montana,1994,21386.57494,0.438772563
Kansas,1994,23313.332,0.445267395
Ohio,1994,23197.03318,0.471331152
Wyoming,1994,22841.7969,0.493381935
Florida,1994,21357.5909,0.521728499
South Dakota,1994,20234.50195,0.550561436
Missouri,1994,24171.77284,0.562092301
Indiana,1994,21465.86561,0.583222223
Utah,1994,22492.03502,0.597731034
California,1994,21602.01438,0.661391362
Alaska,1994,20953.0309,0.722612376
North Carolina,1994,21648.58108,0.737413241
Idaho,1994,22550.1952,0.753196387
Georgia,1994,20298.68415,0.76884327
South Carolina,1994,21334.48234,0.789446722
Nevada,1994,18929.99621,0.799285161
Tennessee,1994,23142.3558,0.812009592
Oklahoma,1994,21674.11686,0.828170356
West Virginia,1994,27680.45834,0.837862302
Arizona,1994,30544.90477,0.849309074
Alabama,1994,22162.32679,0.865330428
Kentucky,1994,22341.57277,0.880672353
Louisiana,1994,21254.47084,0.896190968
Texas,1994,21069.7068,0.939291558
New Mexico,1994,23822.95737,0.977276388
Arkansas,1994,22489.50434,0.985091835
Mississippi,1994,21690.0245,0.994906858
Massachusetts,1995,20789.77071,0.01176748
Connecticut,1995,22037.15843,0.029887005
New Jersey,1995,21626.70061,0.05154111
New Hampshire,1995,20562.18858,0.069079472
Maryland,1995,21154.57206,0.080864534
Minnesota,1995,18875.46288,0.099183385
Vermont,1995,21550.87824,0.109069985
New York,1995,21152.88747,0.145264216
Rhode Island,1995,26124.26934,0.182302505
District of Columbia,1995,20052.80934,0.185396385
Pennsylvania,1995,22832.52181,0.209510419
Wisconsin,1995,20332.47471,0.242190658
Virginia,1995,20725.06426,0.264446441
Colorado,1995,22385.45384,0.284075373
Delaware,1995,20013.13389,0.292512625
Washington,1995,21310.74287,0.304012688
Maine,1995,19630.45216,0.316544202
Nebraska,1995,23440.87798,0.322035678
Iowa,1995,21962.81177,0.330509524
Michigan,1995,23018.16928,0.354044775
North Dakota,1995,22331.35369,0.373410853
Illinois,1995,20274.97649,0.397031179
Hawaii,1995,22479.71086,0.421638895
Oregon,1995,22228.70678,0.429712627
Montana,1995,23369.44308,0.437191368
Kansas,1995,21563.08717,0.443667587
Wyoming,1995,22250.02235,0.449421533
Ohio,1995,21485.33853,0.47130644
South Dakota,1995,24494.80206,0.493675607
Florida,1995,19946.17776,0.522743676
Missouri,1995,23354.94518,0.560575387
Indiana,1995,22688.24715,0.581633269
Alaska,1995,23070.91251,0.593668056
California,1995,18965.61231,0.654914802
Utah,1995,21228.91153,0.718647728
North Carolina,1995,24259.73793,0.736031116
Idaho,1995,20517.28382,0.751937161
Georgia,1995,19764.8615,0.767766807
South Carolina,1995,20665.72214,0.788538285
Nevada,1995,17375.77295,0.798504344
Tennessee,1995,22074.19011,0.811372743
West Virginia,1995,26782.77872,0.824747779
Oklahoma,1995,21724.86757,0.834377793
Alabama,1995,23877.6792,0.848599974
Arizona,1995,30218.60138,0.864777365
Kentucky,1995,23571.7999,0.880229074
Louisiana,1995,23472.34458,0.895672341
Texas,1995,20414.73263,0.938992834
New Mexico,1995,18351.74687,0.977269143
Arkansas,1995,23367.77795,0.985108792
Mississippi,1995,19612.57562,0.994916851
Massachusetts,1996,22725.56522,0.011683339
Connecticut,1996,19718.69149,0.029656841
New Jersey,1996,21207.50985,0.051178982
New Hampshire,1996,19785.20085,0.068643862
Maryland,1996,20139.01835,0.080399963
Minnesota,1996,19420.34272,0.098690187
Vermont,1996,19831.60963,0.10857001
New York,1996,21099.78966,0.144507652
District of Columbia,1996,21084.21062,0.180444125
Rhode Island,1996,21054.23359,0.18350107
Wisconsin,1996,23641.1612,0.195120692
Pennsylvania,1996,23948.66489,0.227575772
Virginia,1996,22214.23355,0.262922051
Colorado,1996,22733.31555,0.282673045
Washington,1996,20835.15595,0.300067432
Delaware,1996,21644.0687,0.311646759
Maine,1996,23669.39855,0.315393167
Nebraska,1996,19038.4342,0.32085255
Michigan,1996,28248.32913,0.342006769
Iowa,1996,19901.15108,0.365422168
North Dakota,1996,20342.91478,0.371962932
Hawaii,1996,23177.44861,0.375348421
Illinois,1996,20806.63983,0.399864387
Oregon,1996,23181.82971,0.428111171
Montana,1996,22922.73793,0.435635247
Kansas,1996,22419.17644,0.442092351
Wyoming,1996,21027.85279,0.447823637
Ohio,1996,19750.3647,0.469546744
South Dakota,1996,23875.43987,0.491750808
Florida,1996,21117.32446,0.52103455
Missouri,1996,21915.73802,0.559053579
California,1996,21243.8403,0.629269054
Alaska,1996,20577.0121,0.690494791
Indiana,1996,21217.67934,0.702498092
Utah,1996,22326.98874,0.717038361
Idaho,1996,20002.14894,0.722824481
North Carolina,1996,21049.82865,0.738860305
Georgia,1996,19810.68666,0.76662066
South Carolina,1996,22660.38225,0.787559467
Nevada,1996,20558.85779,0.797657113
Tennessee,1996,22303.68691,0.810676003
West Virginia,1996,26821.26873,0.824048442
Arizona,1996,31678.84745,0.835776513
Alabama,1996,21942.42244,0.852112581
Oklahoma,1996,20725.36778,0.866295452
Kentucky,1996,21014.21732,0.879752604
New Mexico,1996,23460.12162,0.890152586
Louisiana,1996,22180.19386,0.901399314
Texas,1996,20955.13644,0.944948999
Arkansas,1996,20926.17007,0.985118833
Mississippi,1996,22432.30722,0.994924719
Massachusetts,1997,21368.93487,0.011598574
Connecticut,1997,19906.32392,0.029426868
New Jersey,1997,20456.27121,0.050821189
New Hampshire,1997,18462.54936,0.068213727
District of Columbia,1997,21039.48459,0.071533912
Maryland,1997,20831.78785,0.082122561
Minnesota,1997,25616.9466,0.100381997
Vermont,1997,19718.12105,0.110253625
New York,1997,21147.47382,0.145939813
Rhode Island,1997,19911.45423,0.182446681
Pennsylvania,1997,22363.04531,0.206961278
Wisconsin,1997,22030.65054,0.239195314
Virginia,1997,19733.48305,0.261416609
Washington,1997,20814.30695,0.284269482
Colorado,1997,19004.03311,0.301849077
Delaware,1997,22740.34083,0.310524643
Maine,1997,21675.26722,0.31425643
Nebraska,1997,17937.54168,0.319683298
North Dakota,1997,21871.39245,0.323938088
Hawaii,1997,19968.79027,0.327304012
Michigan,1997,27252.68193,0.3474659
Iowa,1997,21578.16372,0.370757832
Illinois,1997,22760.40519,0.398317465
Oregon,1997,21360.21578,0.426528914
Montana,1997,21833.85198,0.434099782
Kansas,1997,21088.9499,0.44053766
Wyoming,1997,24028.81131,0.44624696
South Dakota,1997,19585.18463,0.448479615
Ohio,1997,22855.45857,0.470519548
Florida,1997,22271.62164,0.519341504
California,1997,22641.62735,0.607551615
Missouri,1997,18572.05539,0.677686547
Alaska,1997,20455.60151,0.688852546
Indiana,1997,23735.80787,0.700826148
Utah,1997,20256.81092,0.715389043
